Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","060","Bermudes","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","060","Bermudes","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","060","Bermudes","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","81423.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","060","Bermudes","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.15","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","060","Bermudes","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1912","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","060","Bermudes","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1912","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","064","Bhoutan","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","064","Bhoutan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","064","Bhoutan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","11348.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","064","Bhoutan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","064","Bhoutan","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1810","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","064","Bhoutan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2339","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","068","Bolivie (État plurinational de)","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","74","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","068","Bolivie (État plurinational de)","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","35.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","068","Bolivie (État plurinational de)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","8655.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","068","Bolivie (État plurinational de)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.29","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","068","Bolivie (État plurinational de)","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1758","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","068","Bolivie (État plurinational de)","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2260","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","070","Bosnie-Herzégovine","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","98","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","070","Bosnie-Herzégovine","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","36","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","070","Bosnie-Herzégovine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","14386.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","070","Bosnie-Herzégovine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","070","Bosnie-Herzégovine","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1927","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","070","Bosnie-Herzégovine","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2508","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","072","Botswana","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","71","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","072","Botswana","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","27","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","072","Botswana","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","16222.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","072","Botswana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.97","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","072","Botswana","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1804","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","072","Botswana","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2321","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","076","Brésil","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","94.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","076","Brésil","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","54","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","076","Brésil","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","14668.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","076","Brésil","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.44","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","076","Brésil","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1887","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","076","Brésil","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2447","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","096","Brunéi Darussalam","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","096","Brunéi Darussalam","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","096","Brunéi Darussalam","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","60389.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","096","Brunéi Darussalam","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.24","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","096","Brunéi Darussalam","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1858","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","096","Brunéi Darussalam","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2402","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","100","Bulgarie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","83.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","100","Bulgarie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","41.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","100","Bulgarie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","22206.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","100","Bulgarie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.46","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","100","Bulgarie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1913","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","100","Bulgarie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2489","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","854","Burkina Faso","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","79.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","854","Burkina Faso","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","10.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","854","Burkina Faso","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","2117.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","854","Burkina Faso","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","854","Burkina Faso","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1728","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","854","Burkina Faso","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2204","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","108","Burundi","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","108","Burundi","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","108","Burundi","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","761.5","X","Ciffre de sources internationales",""
